mfc1,mfc2,mfc3,mfc4,mfc5,mfc6,mfc7,mfc8,mfc9,mfc10,x1,y1,x2,y2,n,split
0.0256,0.0446,0.054,0.0302,0.0146,0.0268,0.0553,0.0655,0.0323,0.0277,7680.0,2850.0,,,1,train
0.0782,0.1052,0.0806,0.039,0.0177,0.0704,0.1067,0.0905,0.041,0.0304,7680.0,2850.0,4930.0,2350.0,2,train
0.111,0.1536,0.0714,0.0285,0.013,0.0896,0.1119,0.0646,0.028,0.0264,4930.0,2350.0,5430.0,1850.0,2,test
0.0511,0.0833,0.0389,0.0166,0.0,0.0398,0.0529,0.0341,0.016,0.022,5430.0,1850.0,,,1,train
0.079,0.1529,0.1197,0.0404,0.0172,0.0611,0.09,0.07,0.0357,0.0299,5430.0,1850.0,7180.0,1350.0,2,train
0.0333,0.0775,0.0859,0.0298,0.0142,0.0287,0.0465,0.044,0.0258,0.0271,7180.0,1350.0,,,1,train
0.0352,0.0873,0.1226,0.1061,0.0469,0.0306,0.0562,0.0708,0.0729,0.0527,7180.0,1350.0,10930.0,2100.0,2,train
0.0104,0.0197,0.0434,0.0839,0.039,0.0116,0.022,0.0366,0.0555,0.0468,10930.0,2100.0,,,1,train
0.0,0.0129,0.0219,0.0717,0.0921,0.0,0.0152,0.0225,0.0507,0.0744,12930.0,2100.0,,,1,train
0.0385,0.0861,0.0726,0.0869,0.0975,0.0324,0.0528,0.0523,0.064,0.0787,12930.0,2100.0,6430.0,1600.0,2,train
0.038,0.0826,0.0572,0.0221,0.0104,0.0314,0.0483,0.0391,0.0205,0.0246,6430.0,1600.0,,,1,train
0.0386,0.0867,0.0724,0.0762,0.0862,0.0322,0.053,0.0534,0.0729,0.0883,6430.0,1600.0,12930.0,2600.0,2,train
0.0684,0.1732,0.0622,0.0353,0.0172,0.0431,0.0756,0.1055,0.0436,0.0315,4930.0,100.0,8180.0,3600.0,2,train
0.1278,0.0472,0.0191,0.0111,0.0,0.0636,0.043,0.0219,0.0111,0.0219,1180.0,2350.0,,,1,test
0.1357,0.0622,0.0444,0.0317,0.0161,0.0725,0.0716,0.1388,0.0536,0.0307,1180.0,2350.0,8930.0,4350.0,2,train
0.0164,0.0248,0.0326,0.0289,0.0166,0.0182,0.0411,0.1276,0.0505,0.0317,8930.0,4350.0,,,1,train
0.0145,0.0297,0.0504,0.0538,0.0332,0.0181,0.0505,0.1733,0.1643,0.0513,8930.0,4350.0,5180.0,600.0,2,train
0.0112,0.018,0.0268,0.0342,0.0244,0.0128,0.0253,0.0594,0.1244,0.0432,5180.0,600.0,,,1,test
0.0,0.0172,0.0325,0.0594,0.0992,0.0099,0.0244,0.0651,0.1578,0.172,5180.0,600.0,14430.0,3350.0,2,train
0.0,0.0122,0.0212,0.0581,0.134,0.0,0.0155,0.0252,0.0879,0.2858,14430.0,3350.0,13930.0,3850.0,2,train
0.0,0.0,0.0111,0.03,0.0571,0.0,0.0103,0.0151,0.0505,0.1561,13930.0,3850.0,,,1,train
0.0,0.02,0.0693,0.1223,0.0826,0.0,0.0202,0.038,0.0809,0.1721,13930.0,3850.0,10430.0,1100.0,2,train
0.0092,0.0248,0.0814,0.2037,0.0998,0.0111,0.0252,0.0433,0.0669,0.0685,10430.0,1100.0,12430.0,1100.0,2,train
0.0,0.0131,0.0241,0.1137,0.0758,0.009,0.0158,0.021,0.037,0.0522,12430.0,1100.0,,,1,train
0.041,0.0345,0.0331,0.1162,0.0766,0.1334,0.0662,0.0331,0.0394,0.0525,12430.0,1100.0,3430.0,4600.0,2,train
0.0435,0.0334,0.0177,0.0113,0.0,0.1344,0.065,0.0244,0.0118,0.0224,3430.0,4600.0,,,1,train
0.078,0.0783,0.0483,0.0216,0.0084,0.1737,0.148,0.0676,0.0232,0.0222,3430.0,4600.0,5930.0,3350.0,2,train
0.0418,0.0541,0.0379,0.0194,0.0097,0.0492,0.0956,0.0537,0.0208,0.0233,5930.0,3350.0,,,1,train
0.0482,0.0747,0.179,0.0541,0.0198,0.0546,0.1085,0.0734,0.0377,0.0306,5930.0,3350.0,8930.0,600.0,2,train
0.017,0.0315,0.1481,0.0424,0.0163,0.0164,0.0265,0.0302,0.0249,0.028,8930.0,600.0,,,1,train
0.0397,0.082,0.1966,0.0593,0.0218,0.0379,0.072,0.0695,0.0406,0.0324,8930.0,600.0,6680.0,2350.0,2,train
0.0341,0.0605,0.0499,0.023,0.0115,0.033,0.059,0.0484,0.0228,0.0251,6680.0,2350.0,,,1,train
0.1105,0.1177,0.0747,0.0315,0.0138,0.1222,0.1313,0.0759,0.0315,0.0269,6680.0,2350.0,3930.0,3100.0,2,train
0.0817,0.0641,0.0297,0.0155,0.0088,0.0959,0.0822,0.036,0.016,0.0231,3930.0,3100.0,,,1,train
0.1043,0.179,0.1135,0.0343,0.0137,0.1052,0.1077,0.0635,0.0297,0.0259,3930.0,3100.0,6680.0,600.0,2,train
0.044,0.1335,0.0938,0.0238,0.013,0.0334,0.0498,0.0421,0.0237,0.0258,6680.0,600.0,,,1,train
0.0409,0.1195,0.099,0.0473,0.0249,0.0336,0.0619,0.1281,0.0852,0.039,6680.0,600.0,9680.0,4850.0,2,test
0.0141,0.0216,0.0288,0.0308,0.0196,0.0154,0.0327,0.1026,0.0727,0.0353,9680.0,4850.0,,,1,train
0.0891,0.0892,0.0491,0.0363,0.0209,0.054,0.0676,0.1188,0.0775,0.036,9680.0,4850.0,4180.0,3600.0,2,train
0.085,0.0789,0.028,0.0143,0.0088,0.0493,0.0489,0.0274,0.0137,0.023,4180.0,3600.0,,,1,train
0.0848,0.0797,0.0327,0.034,0.0682,0.049,0.05,0.0324,0.0437,0.209,4180.0,3600.0,14680.0,3850.0,2,train
0.0095,0.0121,0.0119,0.0277,0.0657,0.0097,0.0147,0.0161,0.038,0.2062,14680.0,3850.0,,,1,train
0.0869,0.0485,0.0183,0.01,0.0,0.072,0.0492,0.0217,0.0098,0.0211,2930.0,2600.0,,,1,train
0.1692,0.089,0.0342,0.0146,0.0,0.1654,0.0947,0.0385,0.0144,0.0198,2930.0,2600.0,1930.0,3350.0,2,train
0.0912,0.0544,0.0498,0.1164,0.0468,0.1023,0.0615,0.0424,0.0474,0.0455,1930.0,3350.0,11430.0,1600.0,2,train
0.0126,0.0187,0.0367,0.1118,0.0452,0.0124,0.0208,0.0286,0.0433,0.0445,11430.0,1600.0,,,1,train
0.011,0.0264,0.0617,0.1458,0.0665,0.0128,0.0333,0.0818,0.1322,0.067,11430.0,1600.0,10430.0,3850.0,2,train
0.011,0.0224,0.0436,0.0984,0.1435,0.0125,0.0298,0.073,0.1264,0.0873,10430.0,3850.0,13430.0,1600.0,2,test
0.0,0.0116,0.0168,0.0629,0.1218,0.0,0.014,0.0179,0.0362,0.0647,13430.0,1600.0,,,1,train
0.0578,0.0609,0.0391,0.07,0.1252,0.0602,0.0722,0.0416,0.0432,0.0666,13430.0,1600.0,4680.0,2850.0,2,train
0.059,0.0596,0.0291,0.015,0.0087,0.0611,0.0711,0.0344,0.0153,0.0229,4680.0,2850.0,,,1,train
0.083,0.114,0.0898,0.0341,0.014,0.081,0.1081,0.0703,0.0316,0.0261,4680.0,2850.0,7180.0,1850.0,2,train
0.0138,0.0252,0.0396,0.0383,0.0211,0.0152,0.0358,0.0839,0.0617,0.0348,9430.0,3600.0,,,1,train
0.021,0.0354,0.0369,0.0227,0.012,0.0249,0.0665,0.077,0.0274,0.0254,7430.0,3600.0,,,1,train
0.031,0.0514,0.0593,0.0387,0.0193,0.0359,0.102,0.2341,0.0558,0.0323,7430.0,3600.0,8430.0,4600.0,2,train
0.0166,0.0246,0.0275,0.0226,0.0133,0.0184,0.0462,0.1657,0.0356,0.0272,8430.0,4600.0,,,1,train
0.0224,0.0462,0.0658,0.0436,0.02,0.0262,0.0781,0.2227,0.0602,0.0324,8430.0,4600.0,8180.0,3100.0,2,train
0.0194,0.0346,0.0464,0.0298,0.0148,0.0206,0.0469,0.0689,0.0341,0.0279,8180.0,3100.0,,,1,train
0.0895,0.0932,0.0696,0.0374,0.0173,0.0758,0.0977,0.091,0.0416,0.0297,8180.0,3100.0,4180.0,2350.0,2,train
0.0747,0.065,0.0272,0.0134,0.0,0.0608,0.0595,0.0286,0.0131,0.0214,4180.0,2350.0,,,1,train
0.2779,0.1069,0.0389,0.0157,0.0,0.1006,0.0857,0.0385,0.015,0.0206,4180.0,2350.0,2180.0,600.0,2,train
0.2084,0.0487,0.0172,0.0096,0.0,0.0454,0.0357,0.0179,0.0092,0.0197,2180.0,600.0,,,1,train
0.0103,0.0154,0.0266,0.0699,0.0617,0.0109,0.0185,0.0275,0.0668,0.0661,12180.0,2600.0,,,1,train
0.0375,0.094,0.0521,0.0185,0.0088,0.0286,0.0434,0.0319,0.0163,0.0224,6180.0,1350.0,,,1,train
0.1396,0.1735,0.0727,0.0248,0.0105,0.0647,0.0752,0.0477,0.0223,0.0232,6180.0,1350.0,3930.0,600.0,2,train
0.1045,0.0852,0.0241,0.0115,0.0,0.0402,0.0389,0.0215,0.0111,0.0207,3930.0,600.0,,,1,train
0.0586,0.0727,0.0625,0.045,0.0237,0.0611,0.0922,0.1034,0.0674,0.0366,9430.0,3600.0,4930.0,2850.0,2,train
0.1083,0.1462,0.0645,0.0261,0.0114,0.0912,0.1127,0.0605,0.0259,0.0226,4930.0,2850.0,5180.0,1600.0,2,train
0.0841,0.1531,0.1061,0.0377,0.016,0.0611,0.0862,0.0668,0.0338,0.0265,5180.0,1600.0,7180.0,1600.0,2,train
0.0288,0.0651,0.0724,0.0269,0.0121,0.0256,0.0437,0.0417,0.0235,0.0239,7180.0,1600.0,,,1,train
0.028,0.0797,0.0914,0.0252,0.0111,0.0229,0.0365,0.0339,0.0206,0.0231,7180.0,600.0,,,1,train
0.0393,0.1089,0.1913,0.0953,0.035,0.0334,0.0614,0.0774,0.0618,0.0414,7180.0,600.0,9430.0,1600.0,2,train
0.0145,0.0298,0.0928,0.0596,0.0233,0.015,0.0287,0.0413,0.0382,0.033,9430.0,1600.0,,,1,train
0.0151,0.0366,0.1137,0.1846,0.0627,0.0158,0.0345,0.0583,0.0707,0.0563,9430.0,1600.0,11430.0,1350.0,2,train
0.01,0.0171,0.038,0.1325,0.0456,0.0108,0.0189,0.027,0.0409,0.044,11430.0,1350.0,,,1,test
0.0152,0.041,0.1058,0.1816,0.0647,0.017,0.0437,0.0811,0.0846,0.0598,11430.0,1350.0,9180.0,2350.0,2,train
0.0176,0.0353,0.0742,0.056,0.025,0.0185,0.0384,0.0637,0.0515,0.0366,9180.0,2350.0,,,1,test
0.0568,0.0789,0.0992,0.0642,0.0286,0.0658,0.1186,0.0976,0.0161,0.0397,9180.0,2350.0,5430.0,3350.0,2,train
0.0431,0.0504,0.0312,0.0158,0.0087,0.0533,0.0891,0.0429,0.0171,0.0227,5430.0,3350.0,,,1,train
0.0511,0.065,0.0564,0.0362,0.0181,0.0619,0.117,0.1567,0.0584,0.032,5430.0,3350.0,8930.0,4350.0,2,test
0.0177,0.0286,0.0457,0.068,0.0758,0.0197,0.0448,0.1391,0.1189,0.1101,8930.0,4350.0,12930.0,3350.0,2,train
0.0096,0.0156,0.0275,0.0751,0.2232,0.0104,0.0187,0.0314,0.1035,0.1895,12930.0,3350.0,15680.0,2100.0,2,train
0.0,0.0096,0.0121,0.0333,0.1619,0.0,0.0117,0.0147,0.0322,0.1105,15680.0,2100.0,,,1,train
0.01,0.0274,0.0552,0.0718,0.179,0.0134,0.0374,0.0889,0.0901,0.1267,15680.0,2100.0,9430.0,3350.0,2,train
0.0144,0.028,0.0495,0.0452,0.0237,0.0162,0.0379,0.0841,0.0656,0.0375,9430.0,3350.0,,,1,train
0.0351,0.056,0.0736,0.0566,0.0293,0.0446,0.131,0.1355,0.0792,0.0416,9430.0,3350.0,6430.0,4100.0,2,train
0.0267,0.0354,0.0287,0.0165,0.0088,0.0351,0.1024,0.06,0.0197,0.0229,6430.0,4100.0,,,1,train
0.0275,0.0383,0.0379,0.0451,0.0728,0.0361,0.1055,0.0698,0.0672,0.1519,6430.0,4100.0,13930.0,3600.0,2,train
0.0,0.0111,0.0144,0.034,0.0679,0.0,0.0134,0.0179,0.0536,0.1474,13930.0,3600.0,,,1,train
0.0,0.0093,0.0176,0.0554,0.23,0.0,0.0114,0.02,0.0711,0.2042,13930.0,3600.0,15930.0,1350.0,2,train
0.0,0.0033,0.0109,0.0288,0.1688,0.0,0.0107,0.0135,0.0263,0.0797,15930.0,1350.0,,,1,train
0.1715,0.0405,0.017,0.0286,0.1676,0.04,0.0294,0.0172,0.0253,0.0788,15930.0,1350.0,1430.0,350.0,2,train
0.2761,0.0943,0.0303,0.0132,0.0,0.0897,0.0646,0.0295,0.0134,0.0233,1430.0,350.0,3180.0,1600.0,2,train
0.1121,0.0598,0.0204,0.0093,0.0,0.053,0.042,0.0208,0.0092,0.0196,3180.0,1600.0,,,1,train
0.1137,0.0625,0.0276,0.0362,0.1169,0.0544,0.045,0.0275,0.0374,0.1119,3180.0,1600.0,14930.0,2600.0,2,train
0.0111,0.0134,0.0144,0.0333,0.1159,0.0112,0.0156,0.017,0.0349,0.1114,14930.0,2600.0,,,1,train
0.0,0.0094,0.0167,0.053,0.1933,0.0,0.0114,0.0188,0.0595,0.257,14930.0,2600.0,15680.0,3600.0,2,train
0.0132,0.0147,0.0145,0.0287,0.0855,0.0133,0.0174,0.0177,0.035,0.1683,15680.0,3600.0,,,1,train
0.1169,0.0473,0.0217,0.0294,0.0851,0.0637,0.042,0.0237,0.0351,0.168,15680.0,3600.0,1930.0,2100.0,2,train
0.0111,0.0132,0.0128,0.0238,0.0569,0.0112,0.0153,0.016,0.032,0.2046,14930.0,3850.0,,,1,test
0.0,0.0109,0.0216,0.0651,0.0764,0.0,0.0128,0.0228,0.0637,0.0777,12680.0,2600.0,,,1,train
0.0456,0.0438,0.0239,0.012,0.0,0.067,0.083,0.033,0.0128,0.0197,4680.0,3600.0,,,1,train
0.0467,0.0451,0.028,0.033,0.2036,0.0678,0.0842,0.0359,0.0269,0.0584,4680.0,3600.0,14680.0,1350.0,2,train
0.0113,0.0132,0.013,0.0294,0.2006,0.0113,0.0153,0.0153,0.0235,0.0587,14680.0,1350.0,,,1,train
0.0797,0.0928,0.033,0.0343,0.1971,0.0413,0.0432,0.0288,0.028,0.0597,14680.0,1350.0,4430.0,1100.0,2,train
0.165,0.0479,0.0191,0.0106,0.0,0.0518,0.0386,0.0212,0.0111,0.0195,1430.0,850.0,,,1,train
0.1728,0.0688,0.0809,0.0516,0.0166,0.0581,0.0577,0.0592,0.0425,0.0288,1430.0,850.0,9180.0,2100.0,2,train
0.0173,0.0323,0.0705,0.0495,0.0179,0.0175,0.0333,0.0501,0.0411,0.0311,9180.0,2100.0,,,1,train
0.0146,0.0321,0.0763,0.0702,0.0607,0.0155,0.0333,0.0568,0.0862,0.1849,9180.0,2100.0,13930.0,4350.0,2,train
0.009,0.0129,0.0151,0.0291,0.0463,0.01,0.0156,0.0195,0.0551,0.1728,13930.0,4350.0,,,1,train
0.0661,0.1246,0.0311,0.0317,0.0464,0.0298,0.0333,0.027,0.0563,0.1721,13930.0,4350.0,4680.0,350.0,2,train
0.0693,0.1256,0.0276,0.0133,0.0,0.0327,0.035,0.0228,0.0133,0.0221,4680.0,350.0,,,1,train
0.1842,0.1965,0.0426,0.015,0.0,0.0649,0.0613,0.0335,0.0139,0.019,4680.0,350.0,3680.0,350.0,2,train
0.1251,0.0825,0.0248,0.0122,0.0,0.0426,0.0397,0.0237,0.0122,0.0193,3680.0,350.0,,,1,train
0.0124,0.0202,0.0415,0.0935,0.0906,0.0132,0.0243,0.0473,0.1499,0.1513,11680.0,2850.0,13180.0,4100.0,2,train
0.0,0.0123,0.0172,0.0356,0.0483,0.009,0.0152,0.0225,0.0807,0.113,13180.0,4100.0,,,1,train
0.0825,0.1148,0.0353,0.0395,0.0492,0.0356,0.0388,0.0335,0.0837,0.1134,13180.0,4100.0,4430.0,350.0,2,train
0.0841,0.1158,0.0365,0.0463,0.0768,0.0371,0.0401,0.0329,0.0578,0.1113,4430.0,350.0,13680.0,3100.0,2,train
0.0092,0.0123,0.0164,0.0407,0.0747,0.0101,0.015,0.0197,0.0529,0.1094,13680.0,3100.0,,,1,train
0.0,0.0107,0.0235,0.0699,0.1346,0.0,0.0137,0.0271,0.1042,0.2219,13680.0,3100.0,13680.0,3600.0,2,train
0.0,0.0096,0.0147,0.0361,0.0625,0.0,0.0121,0.0187,0.0596,0.1322,13680.0,3600.0,,,1,train
0.0129,0.02,0.0157,0.011,0.0,0.0265,0.1649,0.0369,0.0128,0.0209,5930.0,4850.0,,,1,train
0.0185,0.026,0.03,0.0475,0.0521,0.0305,0.1702,0.0532,0.0957,0.09,5930.0,4850.0,12680.0,3600.0,2,train
0.0,0.0126,0.0197,0.0433,0.051,0.0093,0.0145,0.0251,0.0904,0.089,12680.0,3600.0,,,1,train
0.0,0.013,0.031,0.087,0.1222,0.0,0.0152,0.0359,0.1407,0.157,12680.0,3600.0,13180.0,2850.0,2,train
0.0,0.0116,0.0195,0.0513,0.0746,0.0,0.0133,0.0222,0.0594,0.0888,13180.0,2850.0,,,1,train
0.0,0.0172,0.0445,0.1229,0.1198,0.0,0.0192,0.043,0.1133,0.1228,13180.0,2850.0,11680.0,2350.0,2,train
0.0,0.0149,0.0322,0.0787,0.0487,0.005,0.0165,0.031,0.0624,0.0542,11680.0,2350.0,,,1,train
0.1533,0.0639,0.0433,0.0814,0.0494,0.0367,0.0364,0.0393,0.0646,0.0543,11680.0,2350.0,3180.0,100.0,2,train
0.1522,0.0584,0.0195,0.0115,0.0,0.0366,0.0314,0.0199,0.012,0.0215,3180.0,100.0,,,1,train
0.2065,0.1161,0.0423,0.0167,0.0,0.0828,0.0808,0.0413,0.0164,0.0196,3180.0,100.0,4680.0,2350.0,2,train
0.211,0.1069,0.0423,0.0173,0.0,0.0984,0.087,0.0426,0.0173,0.0203,4680.0,2350.0,1930.0,1100.0,2,train
0.1527,0.0456,0.0147,0.0,0.0,0.0496,0.0348,0.0161,0.0,0.0163,1930.0,1100.0,,,1,train
0.1557,0.0522,0.0359,0.1397,0.0613,0.0524,0.0415,0.0303,0.0364,0.0425,1930.0,1100.0,12180.0,850.0,2,train
0.0094,0.0144,0.0248,0.1353,0.0599,0.0103,0.0162,0.0209,0.0336,0.0428,12180.0,850.0,,,1,train
0.0107,0.0294,0.0668,0.1723,0.0772,0.0137,0.0369,0.081,0.0829,0.0585,12180.0,850.0,9430.0,3100.0,2,train
0.0136,0.0273,0.0498,0.0443,0.0227,0.0157,0.0348,0.0708,0.0577,0.0343,9430.0,3100.0,,,1,train
0.0101,0.0167,0.0255,0.0386,0.0323,0.0116,0.0214,0.0418,0.1556,0.0531,11430.0,4100.0,,,1,train
0.0,0.0166,0.0349,0.0691,0.079,0.0091,0.0219,0.0549,0.2591,0.1496,11430.0,4100.0,12930.0,4600.0,2,train
0.0,0.0119,0.0182,0.0379,0.0522,0.0,0.0148,0.0249,0.1136,0.1165,12930.0,4600.0,,,1,test
0.0,0.0101,0.0153,0.026,0.0244,0.0,0.0133,0.0261,0.1492,0.0468,11680.0,4350.0,,,1,train
0.1537,0.054,0.0282,0.03,0.0258,0.0444,0.039,0.0371,0.1521,0.0478,11680.0,4350.0,2680.0,850.0,2,train
0.1531,0.051,0.0182,0.0099,0.0,0.0435,0.035,0.0194,0.0,0.0202,2680.0,850.0,,,1,train
0.0359,0.0309,0.0166,0.0087,0.0,0.0954,0.0854,0.0254,0.0,0.0177,4180.0,5100.0,,,1,train
0.0378,0.0362,0.0338,0.0647,0.0721,0.0973,0.091,0.0413,0.0608,0.0739,4180.0,5100.0,12680.0,2600.0,2,test
0.013,0.0243,0.0866,0.057,0.0196,0.0131,0.022,0.0282,0.0244,0.0287,9680.0,600.0,,,1,test
0.0641,0.1434,0.1097,0.0368,0.0,0.0549,0.0931,0.0744,0.0314,0.0265,6430.0,2350.0,6680.0,1100.0,2,train
0.0388,0.1003,0.1251,0.116,0.0362,0.032,0.053,0.0589,0.0477,0.0403,6680.0,1100.0,10430.0,1100.0,2,train
0.0926,0.0671,0.0818,0.1055,0.0326,0.0798,0.0659,0.0489,0.0405,0.0375,10430.0,1100.0,3180.0,2600.0,2,train
0.1019,0.087,0.0924,0.0445,0.0192,0.0885,0.0843,0.0706,0.0378,0.0305,3180.0,2600.0,8430.0,2100.0,2,train
0.0189,0.0404,0.0748,0.0385,0.0166,0.0195,0.039,0.0526,0.0316,0.0281,8430.0,2100.0,,,1,train
0.0251,0.0578,0.145,0.1083,0.0382,0.0252,0.0536,0.0806,0.0624,0.044,8430.0,2100.0,9930.0,1350.0,2,train
0.0123,0.0253,0.0757,0.0747,0.0255,0.0136,0.0248,0.0356,0.0346,0.0337,9930.0,1350.0,,,1,train
0.0285,0.1052,0.0725,0.0208,0.0102,0.0223,0.0342,0.0302,0.0158,0.0231,6680.0,350.0,,,1,train
0.0571,0.1975,0.126,0.0336,0.0126,0.0414,0.0628,0.053,0.0251,0.024,6680.0,350.0,6430.0,850.0,2,train
0.0355,0.1025,0.0607,0.0204,0.0103,0.0277,0.0397,0.0327,0.0165,0.023,6430.0,850.0,,,1,test
0.0518,0.1246,0.0784,0.0273,0.0112,0.0548,0.1802,0.0796,0.0254,0.0234,6430.0,850.0,6180.0,4600.0,2,train
0.0289,0.0346,0.0271,0.0164,0.0097,0.04,0.1548,0.0595,0.0178,0.023,6180.0,4600.0,,,1,train
0.0479,0.0542,0.0379,0.0189,0.0087,0.0832,0.2678,0.0812,0.021,0.0218,6180.0,4600.0,5180.0,4600.0,2,train
0.0344,0.035,0.0347,0.0137,0.0,0.0581,0.1311,0.0368,0.0138,0.0215,5180.0,4600.0,,,1,test
0.0917,0.0986,0.0463,0.0202,0.0098,0.0995,0.1733,0.0572,0.0197,0.0226,5180.0,4600.0,4680.0,2100.0,2,train
0.0661,0.0739,0.0315,0.0144,0.0,0.0513,0.0556,0.0313,0.0133,0.021,4680.0,2100.0,,,1,train
0.0709,0.0863,0.075,0.0934,0.0376,0.0557,0.0673,0.0577,0.053,0.0429,4680.0,2100.0,10680.0,1850.0,2,train
0.0121,0.0214,0.0502,0.0858,0.035,0.0128,0.0219,0.0359,0.0458,0.0408,10680.0,1850.0,,,1,train
0.0472,0.0515,0.0272,0.0132,0.0,0.0558,0.0715,0.0341,0.0127,0.0208,4930.0,3100.0,,,1,train
0.0495,0.0555,0.0382,0.0475,0.0782,0.0578,0.076,0.0456,0.0644,0.1295,4930.0,3100.0,13680.0,3350.0,2,train
0.0,0.0121,0.0161,0.0397,0.0751,0.0087,0.0132,0.0199,0.0566,0.1268,13680.0,3350.0,,,1,train
0.196,0.0314,0.0181,0.0395,0.0748,0.0188,0.0173,0.02,0.0561,0.1266,13680.0,3350.0,2680.0,100.0,2,train
0.3553,0.0707,0.0228,0.0114,0.0,0.0651,0.0454,0.023,0.0104,0.0222,2680.0,100.0,1680.0,850.0,2,train
0.1611,0.0454,0.017,0.0091,0.0,0.0481,0.0344,0.019,0.0,0.0187,1680.0,850.0,,,1,train
0.0617,0.0902,0.033,0.0126,0.0,0.0424,0.0469,0.0283,0.0105,0.0183,4930.0,1600.0,,,1,train
0.0103,0.0199,0.029,0.0301,0.019,0.0133,0.0288,0.0966,0.0698,0.0333,9680.0,4600.0,,,1,train
0.0112,0.0344,0.1488,0.0308,0.0138,0.0123,0.0219,0.0272,0.0198,0.0254,8430.0,600.0,,,1,train
0.0705,0.0775,0.1643,0.0354,0.0138,0.0825,0.0769,0.0466,0.0241,0.0245,8430.0,600.0,3930.0,3100.0,2,train
0.0902,0.1933,0.0604,0.0221,0.0111,0.0928,0.0856,0.0454,0.0198,0.0236,3930.0,3100.0,5930.0,350.0,2,train
0.0338,0.1505,0.0426,0.0161,0.007,0.025,0.0316,0.0257,0.0136,0.0215,5930.0,350.0,,,1,train
0.109,0.0468,0.0175,0.0091,0.0,0.0762,0.0448,0.0212,0.0,0.0184,1680.0,2600.0,,,1,train
0.1173,0.0666,0.0879,0.0681,0.0253,0.0835,0.0618,0.0527,0.041,0.0329,1680.0,2600.0,9680.0,1600.0,2,test
0.1301,0.0787,0.091,0.0698,0.027,0.0641,0.0601,0.0548,0.043,0.0354,9680.0,1600.0,2930.0,1600.0,2,train
0.1212,0.0583,0.021,0.0118,0.0,0.0561,0.0422,0.0232,0.0113,0.0214,2930.0,1600.0,,,1,train
0.1429,0.0806,0.0341,0.0154,0.0,0.096,0.17,0.0491,0.0159,0.02,2930.0,1600.0,5430.0,4600.0,2,train
0.03,0.0318,0.0204,0.0127,0.0,0.0489,0.1383,0.0371,0.0135,0.0205,5430.0,4600.0,,,1,train
0.0275,0.0325,0.03,0.0409,0.0482,0.0475,0.1402,0.0505,0.1178,0.0962,5430.0,4600.0,12680.0,4600.0,2,train
0.0,0.0125,0.0171,0.0357,0.0462,0.0093,0.0141,0.0248,0.1116,0.0947,12680.0,4600.0,,,1,train
0.0,0.01,0.0193,0.0647,0.087,0.0,0.011,0.021,0.0534,0.0783,7430.0,3100.0,,,1,train
0.0235,0.0445,0.0603,0.0845,0.0951,0.0265,0.0609,0.0794,0.0794,0.0852,7430.0,3100.0,12930.0,2350.0,2,train
0.0228,0.0402,0.0441,0.0248,0.0133,0.0257,0.0561,0.0652,0.027,0.0258,12930.0,2350.0,,,1,test
0.145,0.0822,0.0581,0.029,0.0136,0.086,0.0909,0.0784,0.0309,0.0259,12930.0,2350.0,1430.0,2100.0,2,train
0.1271,0.0474,0.0175,0.0095,0.0,0.0656,0.041,0.0206,0.0089,0.0195,1430.0,2100.0,,,1,test
