mfc1,mfc2,mfc3,mfc4,mfc5,mfc6,mfc7,mfc8,mfc9,mfc10,x1,y1,x2,y2,n,split
0.0478,0.0538,0.0429,0.0568,0.0715,0.0714,0.1076,0.055,0.1199,0.1163,4930.0,3850.0,12930.0,3850.0,2,train
0.0126,0.018,0.025,0.0534,0.0733,0.011,0.0174,0.0284,0.1157,0.1183,12930.0,3850.0,,,1,train
0.0,0.019,0.0469,0.1052,0.1086,0.0,0.0197,0.0544,0.1922,0.1482,12930.0,3850.0,11430.0,3100.0,2,test
0.0102,0.0197,0.0365,0.0682,0.0508,0.0093,0.02,0.041,0.0984,0.0512,11430.0,3100.0,,,1,train
0.0088,0.022,0.0512,0.1273,0.1509,0.0016,0.0222,0.054,0.1521,0.1275,11430.0,3100.0,13180.0,2600.0,2,test
0.0793,0.0776,0.0482,0.0786,0.1142,0.0651,0.0662,0.0451,0.0747,0.0925,13180.0,2600.0,4180.0,2350.0,2,train
0.1326,0.174,0.075,0.026,0.0109,0.1026,0.1096,0.06,0.0245,0.0124,4180.0,2350.0,5430.0,1600.0,2,train
0.1518,0.2012,0.0744,0.0255,0.0105,0.0834,0.0925,0.0548,0.0235,0.0124,5430.0,1600.0,4180.0,850.0,2,train
0.2716,0.145,0.045,0.0164,0.0,0.0942,0.075,0.0373,0.016,0.0103,4180.0,850.0,430.0,100.0,2,test
0.1985,0.0727,0.0437,0.0243,0.0115,0.0697,0.0831,0.1713,0.0349,0.0135,430.0,100.0,8180.0,4600.0,2,train
0.0172,0.029,0.0378,0.0567,0.1485,0.0186,0.0535,0.1647,0.0684,0.1457,8180.0,4600.0,14930.0,2850.0,2,train
0.014,0.0181,0.0201,0.0472,0.1466,0.0125,0.0172,0.0194,0.0491,0.1444,14930.0,2850.0,,,1,train
0.0388,0.0406,0.0291,0.0454,0.1416,0.0807,0.1163,0.0363,0.0476,0.1391,14930.0,2850.0,4680.0,4600.0,2,train
0.056,0.0521,0.03,0.0127,0.0,0.1073,0.1479,0.0423,0.0145,0.0,4680.0,4600.0,,,1,train
0.1073,0.0918,0.0482,0.0192,0.0,0.1967,0.2137,0.0641,0.0213,0.0,4680.0,4600.0,3930.0,3850.0,2,train
0.0921,0.1188,0.0925,0.0353,0.0142,0.1301,0.1272,0.0732,0.0341,0.0131,3930.0,3850.0,6930.0,1850.0,2,train
0.0398,0.0809,0.0767,0.0316,0.0143,0.0344,0.0573,0.0523,0.0295,0.0137,6930.0,1850.0,,,1,test
0.117,0.1287,0.0927,0.0345,0.013,0.1256,0.1149,0.071,0.0327,0.0119,6930.0,1850.0,3430.0,3100.0,2,test
0.092,0.0662,0.0318,0.0159,0.0094,0.1049,0.076,0.0341,0.017,0.01,3430.0,3100.0,,,1,train
0.129,0.0934,0.0407,0.0136,0.0,0.2252,0.14,0.0473,0.0147,0.0,3430.0,3100.0,3680.0,4600.0,2,train
0.0571,0.0465,0.0264,0.0143,0.0083,0.1442,0.0881,0.0322,0.0158,0.0095,3680.0,4600.0,,,1,train
0.1106,0.1052,0.0585,0.0241,0.0091,0.215,0.205,0.077,0.027,0.0087,3680.0,4600.0,5180.0,3600.0,2,train
0.0706,0.0762,0.0473,0.0233,0.0122,0.0918,0.1415,0.0617,0.0256,0.0122,5180.0,3600.0,,,1,train
0.048,0.0552,0.0425,0.0636,0.1548,0.065,0.1031,0.0508,0.0516,0.0763,5180.0,3600.0,13930.0,1850.0,2,train
0.015,0.0271,0.061,0.1207,0.1908,0.0146,0.0305,0.0684,0.1399,0.1134,13930.0,1850.0,10930.0,3100.0,2,train
0.0123,0.0241,0.0511,0.0769,0.0518,0.0125,0.0279,0.0603,0.1101,0.051,10930.0,3100.0,,,1,train
0.0783,0.0734,0.0676,0.0793,0.0494,0.0904,0.0875,0.078,0.1119,0.0477,10930.0,3100.0,3930.0,3100.0,2,train
0.1492,0.1123,0.0491,0.0199,0.0095,0.1604,0.1251,0.0522,0.0209,0.0095,3930.0,3100.0,3430.0,2850.0,2,train
0.1318,0.1058,0.0505,0.0205,0.0088,0.1535,0.1465,0.0586,0.0219,0.009,3430.0,2850.0,4680.0,3600.0,2,train
0.0844,0.1296,0.1165,0.0379,0.0143,0.1003,0.1295,0.0719,0.0336,0.0126,4680.0,3600.0,7180.0,1100.0,2,train
0.0371,0.0886,0.0978,0.0331,0.0146,0.0303,0.048,0.0452,0.028,0.0138,7180.0,1100.0,,,1,train
0.0274,0.0372,0.0257,0.0,0.0,0.0452,0.1462,0.0534,0.0106,0.0,5930.0,4350.0,,,1,train
0.0377,0.0545,0.0647,0.0614,0.0376,0.0531,0.1663,0.1288,0.1464,0.0397,5930.0,4350.0,10430.0,4100.0,2,test
0.0145,0.0257,0.046,0.0558,0.0388,0.0148,0.0334,0.0885,0.1381,0.0418,10430.0,4100.0,,,1,train
0.0611,0.0553,0.03,0.0133,0.0,0.0961,0.1016,0.0371,0.0144,0.0,4430.0,3850.0,,,1,train
0.1971,0.0497,0.0192,0.09,0.0,0.0489,0.0356,0.0175,0.009,0.0,1680.0,100.0,,,1,train
0.2519,0.1308,0.0708,0.0281,0.0102,0.1169,0.1556,0.0805,0.0289,0.0092,1680.0,100.0,5680.0,3100.0,2,train
0.0483,0.0641,0.0405,0.0154,0.0,0.0541,0.0891,0.0481,0.0161,0.0,5680.0,3100.0,,,1,train
0.1106,0.1007,0.0561,0.0235,0.0094,0.1746,0.137,0.0653,0.0249,0.0092,5680.0,3100.0,2680.0,3850.0,2,test
0.0783,0.0683,0.1194,0.1286,0.0413,0.1388,0.0784,0.0592,0.0558,0.0307,2680.0,3850.0,10180.0,600.0,2,train
0.0159,0.0301,0.0913,0.1068,0.0377,0.0145,0.0268,0.0397,0.0469,0.0292,10180.0,600.0,,,1,train
0.0,0.025,0.0969,0.1531,0.1762,0.0,0.0215,0.0429,0.0742,0.0831,10180.0,600.0,13680.0,1600.0,2,train
0.0,0.0114,0.0208,0.0665,0.1544,0.0,0.0124,0.0188,0.0446,0.0694,13680.0,1600.0,,,1,train
0.0131,0.035,0.0623,0.0477,0.0235,0.0154,0.0439,0.086,0.0591,0.0228,8930.0,3100.0,,,1,train
0.0144,0.0357,0.0695,0.0839,0.1602,0.0159,0.0445,0.0916,0.0909,0.117,8930.0,3100.0,14430.0,2350.0,2,train
0.0351,0.0766,0.0787,0.066,0.1512,0.0307,0.0542,0.0548,0.0619,0.1078,14430.0,2350.0,6930.0,1850.0,2,train
0.0347,0.0752,0.0761,0.0546,0.1126,0.0303,0.0533,0.0527,0.0595,0.2117,6930.0,1850.0,15930.0,4100.0,2,train
0.011,0.0128,0.0171,0.0382,0.1086,0.0101,0.0142,0.0177,0.0456,0.2056,15930.0,4100.0,,,1,train
0.033,0.0714,0.1091,0.0674,0.2068,0.0285,0.0479,0.0537,0.057,0.0858,7680.0,1350.0,14930.0,0.0287,2,train
0.0122,0.0139,0.0178,0.0422,0.199,0.011,0.0154,0.0178,0.0372,0.0805,14930.0,1600.0,,,1,train
0.0094,0.0206,0.0372,0.0431,0.0279,0.0107,0.0295,0.0865,0.1105,0.0307,10180.0,4350.0,,,1,train
0.031,0.0418,0.0478,0.0445,0.0259,0.054,0.1937,0.1069,0.1115,0.028,10180.0,4350.0,5430.0,4850.0,2,train
0.0353,0.0372,0.0257,0.0155,0.0104,0.0555,0.1797,0.0394,0.0176,0.011,5430.0,4850.0,,,1,train
0.0308,0.0368,0.0388,0.053,0.054,0.0509,0.1744,0.0577,0.1358,0.0726,5430.0,4850.0,12180.0,3850.0,2,train
0.0123,0.0171,0.0286,0.0515,0.0562,0.0112,0.0175,0.0353,0.1332,0.0749,12180.0,3850.0,,,1,train
0.0509,0.0371,0.0309,0.0474,0.0499,0.1583,0.0528,0.0394,0.1293,0.0688,12180.0,3850.0,2680.0,4350.0,2,train
0.0583,0.0404,0.0191,0.0003,0.0,0.1615,0.0539,0.0217,0.0091,0.0,2680.0,4350.0,,,1,train
0.3068,0.1069,0.0357,0.0111,0.0,0.1144,0.0745,0.0326,0.011,0.0,2430.0,1850.0,1930.0,850.0,2,test
0.1996,0.0607,0.0227,0.01,0.0,0.0595,0.0409,0.0211,0.01,0.0,1930.0,850.0,,,1,train
0.2065,0.0771,0.053,0.034,0.0159,0.068,0.0738,0.1321,0.0518,0.0156,1930.0,850.0,8680.0,4100.0,2,train
0.1999,0.0667,0.0264,0.0128,0.0,0.0699,0.0473,0.0243,0.0127,0.0,1680.0,1100.0,,,1,train
0.2685,0.1739,0.043,0.0122,0.0,0.0958,0.0701,0.0335,0.0113,0.0,1680.0,1100.0,4430.0,100.0,2,train
0.0916,0.1288,0.0331,0.0149,0.0,0.0415,0.0393,0.0256,0.0146,0.009,4430.0,100.0,,,1,train
0.0872,0.1252,0.0384,0.0653,0.2009,0.0368,0.0381,0.0286,0.042,0.0634,4430.0,100.0,13930.0,1350.0,2,train
0.0113,0.0136,0.022,0.0646,0.2021,0.0108,0.0155,0.0197,0.0424,0.0668,13930.0,1350.0,,,1,train
0.0425,0.0358,0.0284,0.0627,0.1988,0.1383,0.0779,0.0308,0.0406,0.0624,13930.0,1350.0,3680.0,4850.0,2,train
0.0517,0.0427,0.0265,0.0166,0.0125,0.1441,0.0849,0.0323,0.0189,0.0139,3680.0,4850.0,,,1,train
0.0447,0.0378,0.0294,0.0546,0.1552,0.1385,0.079,0.0331,0.0479,0.09,3680.0,4850.0,14180.0,2100.0,2,train
0.0265,0.0378,0.0375,0.0224,0.0114,0.0314,0.0955,0.0997,0.0297,0.012,7180.0,4350.0,,,1,train
0.0788,0.0789,0.0546,0.0265,0.0105,0.1241,0.1707,0.1199,0.0335,0.0105,7180.0,4350.0,4180.0,3850.0,2,train
0.064,0.0553,0.0297,0.014,0.0,0.1056,0.0964,0.0358,0.0154,0.0,4180.0,3850.0,,,1,train
0.0591,0.0517,0.0326,0.0436,0.1553,0.1014,0.0927,0.0375,0.0412,0.0924,4180.0,3850.0,14930.0,2100.0,2,train
0.1078,0.0573,0.0307,0.0435,0.1557,0.1045,0.0582,0.0302,0.0408,0.0929,14930.0,2100.0,1930.0,3100.0,2,train
0.1078,0.0573,0.0238,0.0094,0.0,0.1052,0.0587,0.0246,0.01,0.0,1930.0,3100.0,,,1,train
0.1215,0.0869,0.0725,0.0399,0.0167,0.119,0.0983,0.0946,0.0453,0.0155,1930.0,3100.0,8180.0,3100.0,2,train
0.0296,0.0535,0.0609,0.0322,0.0147,0.03,0.0636,0.0696,0.0344,0.0142,7430.0,2850.0,,,1,test
0.0,0.0,0.0104,0.0304,0.0867,0.0,0.0,0.0107,0.0367,0.1684,15430.0,3850.0,,,1,train
0.0,0.0,0.029,0.1081,0.1637,0.0,0.0,0.024,0.0773,0.2093,15430.0,3850.0,12680.0,1850.0,2,train
0.0,0.0137,0.0299,0.0915,0.095,0.0,0.015,0.0252,0.0557,0.0587,12680.0,1850.0,,,1,train
0.0,0.0132,0.0484,0.1965,0.127,0.0,0.0136,0.0334,0.0764,0.076,12680.0,1850.0,11680.0,1100.0,2,train
0.0092,0.0156,0.0343,0.1271,0.0477,0.009,0.016,0.0235,0.0378,0.031,11680.0,1100.0,,,1,test
0.0,0.009,0.0371,0.1548,0.1479,0.0,0.0095,0.0262,0.0746,0.1592,11680.0,1100.0,14430.0,3100.0,2,train
0.0,0.0115,0.0401,0.1608,0.1778,0.0,0.0124,0.031,0.0873,0.1729,14430.0,3100.0,12180.0,1350.0,2,train
0.0106,0.0176,0.0372,0.1327,0.0817,0.0103,0.0184,0.0286,0.0517,0.0484,12180.0,1350.0,,,1,train
0.0,0.0267,0.0934,0.216,0.104,0.0026,0.0244,0.0492,0.0801,0.0631,12180.0,1350.0,10430.0,1100.0,2,train
0.1114,0.1206,0.0952,0.1094,0.0355,0.0577,0.0635,0.0541,0.0488,0.0265,10430.0,1100.0,4180.0,1100.0,2,train
0.112,0.1185,0.0592,0.0386,0.0214,0.0602,0.0744,0.1342,0.076,0.0219,4180.0,1100.0,9430.0,4600.0,2,train
0.0167,0.0254,0.0368,0.0343,0.0219,0.0173,0.0381,0.119,0.073,0.0234,9430.0,4600.0,,,1,train
0.0174,0.0414,0.073,0.0617,0.0328,0.0213,0.0657,0.1983,0.1145,0.0329,9430.0,4600.0,8930.0,3600.0,2,train
0.0097,0.0111,0.013,0.0223,0.043,0.0093,0.0128,0.0138,0.0353,0.2429,14430.0,4350.0,,,1,train
0.0,0.0,0.0271,0.0868,0.1175,0.0,0.0,0.0245,0.0846,0.2881,14430.0,4350.0,12680.0,2350.0,2,train
0.0,0.0144,0.0298,0.0784,0.0892,0.0,0.0159,0.0271,0.0665,0.0639,12680.0,2350.0,,,1,train
0.054,0.0398,0.0188,0.0088,0.0,0.1474,0.066,0.0225,0.01,0.0,3180.0,4350.0,,,1,train
0.0503,0.0357,0.0192,0.0332,0.187,0.144,0.0612,0.0213,0.0282,0.0722,3180.0,4350.0,15180.0,1600.0,2,train
0.0143,0.0152,0.0184,0.0399,0.1919,0.0124,0.0165,0.018,0.036,0.0794,15180.0,1600.0,,,1,train
0.0,0.0159,0.0344,0.0548,0.1981,0.0,0.03,0.1469,0.0814,0.0862,15180.0,1600.0,9180.0,4850.0,2,train
0.014,0.0238,0.0344,0.0306,0.0183,0.015,0.0378,0.1463,0.0637,0.0184,9180.0,4850.0,,,1,train
0.0202,0.0447,0.134,0.1013,0.0395,0.0207,0.0518,0.17,0.0902,0.0324,9180.0,4850.0,9680.0,850.0,2,train
0.0335,0.0884,0.2017,0.1046,0.0365,0.0286,0.0547,0.0681,0.0575,0.0275,9680.0,850.0,7680.0,1100.0,2,train
0.0624,0.0978,0.1217,0.0385,0.0156,0.0919,0.1596,0.067,0.0332,0.0132,7680.0,1100.0,4930.0,4600.0,2,train
0.0446,0.043,0.0259,0.0132,0.0,0.0787,0.1346,0.0375,0.0152,0.0,4930.0,4600.0,,,1,train
0.0443,0.0501,0.0637,0.1205,0.049,0.0784,0.1397,0.0582,0.0565,0.0341,4930.0,4600.0,11180.0,1600.0,2,train
0.0117,0.0204,0.0504,0.1161,0.0499,0.0112,0.0206,0.0338,0.0527,0.0361,11180.0,1600.0,,,1,train
0.1308,0.1004,0.0677,0.1199,0.0489,0.0539,0.0542,0.0472,0.055,0.0343,11180.0,1600.0,3680.0,850.0,2,train
0.1256,0.09,0.0271,0.0097,0.0,0.0506,0.0443,0.0223,0.0105,0.0,3680.0,850.0,,,1,train
0.0128,0.0131,0.0167,0.0451,0.2191,0.0115,0.0143,0.0153,0.0303,0.0502,14180.0,1100.0,,,1,test
0.0,0.0129,0.0593,0.1248,0.2475,0.0,0.0129,0.0385,0.072,0.0715,14180.0,1100.0,10680.0,1850.0,2,train
0.029,0.0621,0.1027,0.1114,0.0461,0.0294,0.0646,0.0848,0.0739,0.0374,10680.0,1850.0,7430.0,2600.0,2,train
0.0284,0.0515,0.0583,0.0288,0.0128,0.0284,0.0551,0.0579,0.03,0.013,7430.0,2600.0,,,1,train
0.0394,0.0717,0.0805,0.0401,0.0157,0.0444,0.1208,0.1471,0.0475,0.0148,7430.0,2600.0,7430.0,4350.0,2,train
0.0246,0.0358,0.0364,0.0228,0.0118,0.0296,0.0853,0.1074,0.0312,0.0126,7430.0,4350.0,,,1,train
0.0638,0.066,0.0485,0.024,0.0078,0.1337,0.1676,0.1242,0.0319,0.0087,7430.0,4350.0,4180.0,4600.0,2,train
0.0052,0.0475,0.0272,0.0146,0.0089,0.12,0.1061,0.0345,0.0164,0.0098,4180.0,4600.0,,,1,train
0.1817,0.0545,0.0199,0.009,0.0,0.0584,0.0399,0.0188,0.0097,0.0,680.0,600.0,,,1,train
0.0272,0.0474,0.0567,0.0321,0.0141,0.0287,0.0625,0.0763,0.0363,0.0144,7680.0,3100.0,,,1,train
0.0842,0.138,0.0946,0.044,0.0195,0.0702,0.1124,0.1045,0.0473,0.018,7680.0,3100.0,5430.0,1850.0,2,train
0.0669,0.1093,0.0691,0.0743,0.0742,0.0524,0.0706,0.063,0.1191,0.0872,5430.0,1850.0,12430.0,3350.0,2,train
0.0,0.0136,0.0293,0.064,0.0722,0.0,0.0163,0.033,0.1101,0.0868,12430.0,3350.0,,,1,train
0.0424,0.0358,0.0331,0.0568,0.0617,0.1923,0.0654,0.0393,0.0967,0.0735,12430.0,3350.0,3180.0,4850.0,2,train
0.1161,0.0453,0.0237,0.0354,0.0964,0.066,0.0445,0.0236,0.0406,0.1471,1930.0,2100.0,14680.0,3100.0,2,train
0.0184,0.0435,0.1075,0.0642,0.1541,0.0178,0.0344,0.0457,0.052,0.1085,8430.0,1350.0,15430.0,2100.0,2,train
0.0,0.009,0.0132,0.0315,0.0891,0.0,0.0104,0.0136,0.0377,0.1755,15930.0,4350.0,,,1,test
0.0,0.0,0.0124,0.0353,0.1169,0.0,0.0,0.0124,0.0385,0.1388,15930.0,3100.0,,,1,train
0.0,0.0,0.0113,0.0357,0.1748,0.0,0.0,0.0108,0.0323,0.0849,15930.0,1600.0,,,1,train
0.0,0.0,0.0108,0.0349,0.1878,0.0,0.0,0.0103,0.0306,0.0764,15680.0,1100.0,,,1,train
0.0,0.0,0.0109,0.0354,0.1753,0.0,0.0,0.0105,0.032,0.084,15680.0,1600.0,,,1,train
0.0,0.0,0.0114,0.0384,0.1511,0.0,0.0,0.011,0.0383,0.1158,15680.0,2350.0,,,1,test
0.0,0.0,0.0121,0.0366,0.1254,0.0,0.0,0.0121,0.0392,0.1296,15680.0,2850.0,,,1,train
0.0,0.0,0.0142,0.0357,0.1075,0.0,0.0,0.0144,0.0407,0.1496,15680.0,3350.0,,,1,train
0.0,0.0,0.012,0.0317,0.0912,0.0,0.0,0.0125,0.0382,0.1682,15680.0,3850.0,,,1,train
0.0,0.0,0.0106,0.0308,0.0907,0.0,0.0,0.0109,0.038,0.19,15680.0,4350.0,,,1,train
0.0,0.0,0.0104,0.0284,0.0792,0.0,0.0,0.0108,0.0355,0.1861,15430.0,4350.0,,,1,train
0.0,0.0,0.0117,0.037,0.1167,0.0,0.0,0.0116,0.0429,0.1662,15430.0,3350.0,,,1,train
0.0,0.0,0.0131,0.0382,0.1352,0.0,0.0,0.0128,0.0393,0.1156,15430.0,2600.0,,,1,train
0.0,0.0,0.0125,0.0371,0.18,0.0,0.0,0.012,0.0338,0.0814,15430.0,1600.0,,,1,train
0.0,0.0,0.0118,0.035,0.1934,0.0,0.0,0.0113,0.0305,0.0717,15430.0,1100.0,,,1,train
0.0,0.0,0.0138,0.0545,0.1813,0.0,0.0,0.0115,0.0307,0.0471,13930.0,850.0,,,1,train
0.0,0.0,0.0117,0.0337,0.1011,0.0,0.0,0.012,0.04,0.1497,15180.0,3350.0,,,1,train
0.0,0.0,0.0113,0.03,0.0818,0.0,0.0,0.0119,0.038,0.1742,15180.0,3850.0,,,1,train
0.0,0.0,0.0107,0.0327,0.1069,0.0,0.0,0.0107,0.0374,0.1476,15930.0,3350.0,,,1,train
0.0,0.0,0.0096,0.0227,0.0551,0.0,0.0,0.0102,0.0305,0.2245,14930.0,4350.0,,,1,train
0.0,0.0,0.0102,0.0312,0.0874,0.0,0.0,0.0106,0.0393,0.1598,14930.0,3600.0,,,1,train
0.0,0.0,0.012,0.0382,0.133,0.0,0.0,0.0117,0.0393,0.1122,15180.0,2600.0,,,1,train
0.0,0.0,0.0134,0.0451,0.1499,0.0,0.0,0.0125,0.0395,0.084,14430.0,2100.0,,,1,train
0.0,0.0,0.0174,0.0593,0.137,0.0,0.0,0.0163,0.0597,0.1128,13930.0,2600.0,,,1,train
0.0,0.0,0.017,0.0365,0.0584,0.0,0.0099,0.0197,0.0754,0.15,13680.0,4600.0,,,1,train
0.0,0.0,0.0191,0.0557,0.1108,0.0,0.009,0.0182,0.0555,0.0913,13680.0,2600.0,,,1,test
0.0,0.0,0.0194,0.0673,0.1578,0.0,0.0091,0.0161,0.0369,0.0503,13680.0,850.0,,,1,test
0.1735,0.0522,0.0173,0.0,0.0,0.0564,0.039,0.0162,0.0,0.0,180.0,100.0,,,1,train
0.1755,0.0538,0.0189,0.0,0.0,0.0579,0.0409,0.018,0.0,0.0,680.0,350.0,,,1,train
0.1751,0.0533,0.0194,0.0,0.0,0.057,0.0406,0.0186,0.0,0.0,680.0,100.0,,,1,test
0.1715,0.0532,0.0196,0.0,0.0,0.0573,0.0408,0.0187,0.0,0.0,680.0,600.0,,,1,train
0.1682,0.0531,0.0194,0.0,0.0,0.058,0.0407,0.0187,0.0,0.0,680.0,850.0,,,1,train
0.1666,0.0556,0.0215,0.0,0.0,0.0615,0.0439,0.0209,0.0,0.0,680.0,1100.0,,,1,train
0.1547,0.0551,0.0209,0.0,0.0,0.0642,0.0441,0.0202,0.0,0.0,930.0,1600.0,,,1,train
0.1657,0.0487,0.0188,0.0,0.0,0.0507,0.037,0.0182,0.0,0.0,1180.0,350.0,,,1,train
0.0615,0.0411,0.0186,0.0,0.0,0.16,0.0574,0.0215,0.0,0.0,2180.0,4350.0,,,1,train
0.0383,0.0285,0.0143,0.0,0.0,0.2137,0.0439,0.017,0.0,0.0,2430.0,4850.0,,,1,test
0.0389,0.0291,0.0141,0.0,0.0,0.2143,0.0453,0.0171,0.0,0.0,2680.0,4850.0,,,1,train
0.0315,0.0253,0.0131,0.0,0.0,0.2147,0.0436,0.0162,0.0,0.0,2930.0,5100.0,,,1,train
0.0368,0.0281,0.0134,0.0,0.0,0.195,0.0495,0.0171,0.0,0.0,2930.0,4850.0,,,1,train
0.0399,0.0323,0.0157,0.0,0.0,0.1569,0.0677,0.0211,0.0,0.0,3430.0,5100.0,,,1,train
0.0421,0.0353,0.0179,0.0,0.0,0.1319,0.0764,0.024,0.0,0.0,3680.0,5100.0,,,1,train
0.0458,0.0321,0.0152,0.0,0.0,0.1757,0.048,0.0181,0.0,0.0,2430.0,4600.0,,,1,train
0.046,0.0427,0.023,0.0,0.0,0.0866,0.101,0.0321,0.0093,0.0,4430.0,4350.0,,,1,train
0.0573,0.0462,0.0234,0.0094,0.0,0.1125,0.0785,0.0288,0.0103,0.0,3680.0,4100.0,,,1,train
0.0607,0.0441,0.0208,0.0,0.0,0.1301,0.0675,0.0246,0.0089,0.0,3180.0,4100.0,,,1,train
0.0638,0.0435,0.0206,0.0077,0.0,0.1368,0.0595,0.0235,0.0091,0.0,2680.0,4100.0,,,1,train
0.07,0.0443,0.0206,0.0088,0.0,0.1173,0.0543,0.0226,0.0094,0.0,2180.0,3850.0,,,1,test
0.1016,0.0537,0.0216,0.0,0.0,0.0857,0.0523,0.0222,0.0,0.0,2180.0,2850.0,,,1,train
0.094,0.0538,0.0225,0.002,0.0,0.0963,0.0565,0.0236,0.0088,0.0,2430.0,3100.0,,,1,train
0.0793,0.049,0.0221,0.0087,0.0,0.1148,0.0585,0.0239,0.0091,0.0,2430.0,3600.0,,,1,test
0.0963,0.0563,0.0233,0.0089,0.0,0.0873,0.0563,0.0241,0.0093,0.0,2680.0,2850.0,,,1,train
0.0713,0.0554,0.0257,0.0096,0.0,0.0928,0.0719,0.0287,0.0102,0.0,3680.0,3350.0,,,1,train
0.0616,0.0582,0.0301,0.0119,0.0,0.076,0.0829,0.0352,0.0126,0.0,4430.0,3350.0,,,1,train
0.1392,0.056,0.0218,0.0084,0.0,0.0649,0.0453,0.021,0.0091,0.0,1680.0,1850.0,,,1,train
0.2158,0.0434,0.0173,0.0,0.0,0.0337,0.0293,0.0163,0.0086,0.0,2430.0,350.0,,,1,train
0.1652,0.0553,0.0182,0.0,0.0,0.044,0.0342,0.0162,0.0,0.0,2430.0,850.0,,,1,train
0.1427,0.0573,0.0199,0.0,0.0,0.0527,0.0397,0.0183,0.0,0.0,2430.0,1350.0,,,1,train
0.1663,0.0642,0.0214,0.0,0.0,0.0435,0.0374,0.0187,0.0,0.0,2930.0,600.0,,,1,train
0.1417,0.0665,0.0234,0.0016,0.0,0.0506,0.042,0.0209,0.0089,0.0,2930.0,1100.0,,,1,train
0.1163,0.1034,0.029,0.0103,0.0,0.0419,0.041,0.0228,0.0099,0.0,3930.0,100.0,,,1,train
0.1323,0.098,0.0337,0.0108,0.0,0.0686,0.0605,0.0294,0.0106,0.0,3680.0,1600.0,,,1,train
0.0884,0.0689,0.0309,0.0139,0.0,0.0703,0.0615,0.0306,0.0142,0.0,3680.0,2350.0,,,1,train
0.0405,0.0459,0.0312,0.0149,0.0,0.0588,0.1256,0.0477,0.017,0.0,5430.0,4100.0,,,1,train
0.0362,0.1308,0.0713,0.0212,0.0,0.0257,0.0373,0.0311,0.0174,0.0,6430.0,100.0,,,1,train
0.0304,0.1026,0.0929,0.0252,0.0,0.0221,0.0357,0.0326,0.0195,0.0,6930.0,100.0,,,1,train
0.0265,0.0439,0.0426,0.0234,0.0092,0.0316,0.0817,0.0776,0.028,0.0093,6930.0,3600.0,,,1,train
0.0223,0.0288,0.0248,0.0156,0.0,0.0306,0.1873,0.0561,0.0192,0.0,6180.0,5100.0,,,1,train
0.0206,0.0298,0.028,0.0165,0.0,0.0275,0.1181,0.094,0.0231,0.0,6930.0,5100.0,,,1,train
0.0182,0.0276,0.0293,0.0183,0.0,0.0219,0.0751,0.1383,0.0279,0.0,7680.0,4850.0,,,1,train
0.012,0.02,0.0332,0.0377,0.0224,0.0121,0.0282,0.0883,0.1105,0.0248,10180.0,4850.0,,,1,train
0.009,0.0171,0.0339,0.0529,0.0403,0.0093,0.0206,0.0469,0.1169,0.0437,11180.0,3600.0,,,1,train
0.0,0.0123,0.0208,0.0338,0.035,0.0,0.0145,0.0274,0.1926,0.0497,11930.0,4600.0,,,1,train
0.0,0.0088,0.0169,0.0391,0.0622,0.0,0.0103,0.0195,0.084,0.1371,13430.0,4350.0,,,1,train
0.0126,0.0464,0.1685,0.0315,0.0133,0.0101,0.0227,0.0275,0.0208,0.0119,8180.0,350.0,,,1,train
0.0125,0.0308,0.1168,0.0682,0.0202,0.0113,0.0233,0.034,0.032,0.0142,9430.0,850.0,,,1,train
0.0158,0.0507,0.1198,0.0406,0.017,0.0133,0.0303,0.0389,0.0289,0.0147,8180.0,1100.0,,,1,train
0.0136,0.0305,0.0732,0.0681,0.0297,0.013,0.0298,0.0524,0.0531,0.0244,9680.0,2100.0,,,1,test
0.0122,0.0273,0.0923,0.1031,0.033,0.0115,0.0236,0.0356,0.0406,0.0242,10180.0,350.0,,,1,train
0.0089,0.0154,0.0324,0.0924,0.0763,0.0,0.0165,0.0286,0.0623,0.0546,12180.0,2100.0,,,1,train
